date,city,temperature_c,rainfall_mm,weather_condition
2023-09-23,Irrua,26.3,1.7,Cloudy
2023-09-24,Irrua,27.7,13.3,Rainy
2023-09-25,Irrua,27.1,0.0,Sunny
2023-09-26,Irrua,30.8,7.9,Rainy
2023-09-27,Irrua,28.2,4.7,Rainy
2023-09-28,Irrua,27.3,3.3,Rainy
2023-09-29,Irrua,28.4,2.6,Cloudy
2023-09-30,Irrua,27.7,9.8,Rainy
2023-10-01,Irrua,29.9,3.1,Rainy
2023-10-02,Irrua,26.5,4.1,Rainy
2023-10-03,Irrua,29.0,1.6,Cloudy
2023-10-04,Irrua,28.6,0.7,Cloudy
2023-10-05,Irrua,27.3,0.3,Cloudy
2023-10-06,Irrua,29.9,1.2,Cloudy
2023-10-07,Irrua,28.4,1.1,Cloudy
2023-10-08,Irrua,27.0,0.0,Sunny
2023-10-09,Irrua,29.2,2.3,Cloudy
2023-10-10,Irrua,28.0,0.0,Sunny
2023-10-11,Irrua,30.7,0.3,Cloudy
2023-10-12,Irrua,28.4,0.0,Sunny
2023-10-13,Irrua,26.0,2.2,Cloudy
2023-10-14,Irrua,25.7,1.5,Cloudy
2023-10-15,Irrua,28.3,0.0,Sunny
2023-10-16,Irrua,26.1,0.0,Sunny
2023-10-17,Irrua,27.1,0.0,Sunny
2023-10-18,Irrua,26.3,1.2,Cloudy
2023-10-19,Irrua,31.0,3.0,Rainy
2023-10-20,Irrua,28.2,3.3,Rainy
2023-10-21,Irrua,29.7,0.4,Cloudy
2023-10-22,Irrua,28.4,3.0,Cloudy
2023-10-23,Irrua,29.7,3.2,Rainy
2023-10-24,Irrua,26.5,3.4,Rainy
2023-10-25,Irrua,30.8,4.0,Rainy
2023-10-26,Irrua,26.4,0.0,Sunny
2023-10-27,Irrua,28.7,3.9,Rainy
2023-10-28,Irrua,28.3,0.5,Cloudy
2023-10-29,Irrua,27.9,3.0,Rainy
2023-10-30,Irrua,27.5,2.0,Cloudy
2023-10-31,Irrua,27.8,0.0,Sunny
2023-11-01,Irrua,26.5,2.1,Cloudy
2023-11-02,Irrua,23.9,2.0,Cloudy
2023-11-03,Irrua,27.7,2.9,Cloudy
2023-11-04,Irrua,28.9,1.1,Cloudy
2023-11-05,Irrua,26.4,0.0,Sunny
2023-11-06,Irrua,27.0,2.7,Cloudy
2023-11-07,Irrua,30.7,1.7,Cloudy
2023-11-08,Irrua,27.1,0.0,Cloudy
2023-11-09,Irrua,27.3,3.1,Rainy
2023-11-10,Irrua,27.3,0.9,Cloudy
2023-11-11,Irrua,30.0,0.0,Sunny
2023-11-12,Irrua,28.8,2.8,Cloudy
2023-11-13,Irrua,28.1,4.9,Rainy
2023-11-14,Irrua,30.5,1.5,Cloudy
2023-11-15,Irrua,26.8,0.0,Sunny
2023-11-16,Irrua,28.3,0.0,Sunny
2023-11-17,Irrua,28.4,4.4,Rainy
2023-11-18,Irrua,28.1,1.0,Cloudy
2023-11-19,Irrua,29.3,2.0,Cloudy
2023-11-20,Irrua,26.3,0.1,Cloudy
2023-11-21,Irrua,30.8,1.7,Cloudy
2023-11-22,Irrua,26.5,0.6,Cloudy
2023-11-23,Irrua,25.3,0.0,Sunny
2023-11-24,Irrua,29.5,1.0,Cloudy
2023-11-25,Irrua,28.8,3.3,Rainy
2023-11-26,Irrua,28.5,2.5,Cloudy
2023-11-27,Irrua,28.4,3.6,Rainy
2023-11-28,Irrua,30.7,1.4,Cloudy
2023-11-29,Irrua,28.2,1.6,Cloudy
2023-11-30,Irrua,27.8,0.2,Cloudy
2023-12-01,Irrua,29.6,0.2,Cloudy
2023-12-02,Irrua,27.3,2.8,Cloudy
2023-12-03,Irrua,29.5,5.7,Rainy
2023-12-04,Irrua,29.8,2.7,Cloudy
2023-12-05,Irrua,29.5,0.7,Cloudy
2023-12-06,Irrua,28.8,2.2,Cloudy
2023-12-07,Irrua,27.2,0.9,Cloudy
2023-12-08,Irrua,29.4,1.0,Cloudy
2023-12-09,Irrua,28.9,2.8,Cloudy
2023-12-10,Irrua,29.3,4.5,Rainy
2023-12-11,Irrua,27.1,4.3,Rainy
2023-12-12,Irrua,28.7,2.7,Cloudy
2023-12-13,Irrua,29.0,2.3,Cloudy
2023-12-14,Irrua,27.0,2.6,Cloudy
2023-12-15,Irrua,25.8,5.2,Rainy
2023-12-16,Irrua,28.6,3.3,Rainy
2023-12-17,Irrua,29.0,1.1,Cloudy
2023-12-18,Irrua,27.2,0.0,Sunny
2023-12-19,Irrua,29.2,2.5,Cloudy
2023-12-20,Irrua,28.8,0.8,Cloudy
2023-12-21,Irrua,28.6,0.2,Cloudy
2023-12-22,Irrua,27.0,0.4,Cloudy
2023-12-23,Irrua,27.7,3.9,Rainy
2023-12-24,Irrua,26.0,0.9,Cloudy
2023-12-25,Irrua,28.9,5.0,Rainy
2023-12-26,Irrua,27.1,0.0,Sunny
2023-12-27,Irrua,29.1,1.3,Cloudy
2023-12-28,Irrua,27.7,1.9,Cloudy
2023-12-29,Irrua,29.3,2.5,Cloudy
2023-12-30,Irrua,28.5,3.6,Rainy
2023-12-31,Irrua,28.3,1.1,Cloudy
2024-01-01,Irrua,31.1,0.0,Sunny
2024-01-02,Irrua,30.9,0.4,Cloudy
2024-01-03,Irrua,28.0,1.9,Cloudy
2024-01-04,Irrua,29.3,0.0,Sunny
2024-01-05,Irrua,28.7,4.4,Rainy
2024-01-06,Irrua,29.2,1.6,Cloudy
2024-01-07,Irrua,28.4,5.2,Rainy
2024-01-08,Irrua,30.1,0.0,Sunny
2024-01-09,Irrua,31.3,5.1,Rainy
2024-01-10,Irrua,29.4,0.0,Sunny
2024-01-11,Irrua,33.4,0.8,Cloudy
2024-01-12,Irrua,29.6,0.0,Sunny
2024-01-13,Irrua,29.9,0.0,Sunny
2024-01-14,Irrua,29.2,0.0,Sunny
2024-01-15,Irrua,31.9,0.0,Sunny
2024-01-16,Irrua,27.1,0.0,Sunny
2024-01-17,Irrua,31.9,0.1,Cloudy
2024-01-18,Irrua,29.5,2.0,Cloudy
2024-01-19,Irrua,29.8,3.5,Rainy
2024-01-20,Irrua,29.6,0.6,Cloudy
2024-01-21,Irrua,33.4,1.1,Cloudy
2024-01-22,Irrua,30.3,0.6,Cloudy
2024-01-23,Irrua,26.4,2.7,Cloudy
2024-01-24,Irrua,32.5,3.5,Rainy
2024-01-25,Irrua,29.2,0.7,Cloudy
2024-01-26,Irrua,30.5,1.6,Cloudy
2024-01-27,Irrua,31.0,1.4,Cloudy
2024-01-28,Irrua,29.5,1.3,Cloudy
2024-01-29,Irrua,31.5,6.8,Rainy
2024-01-30,Irrua,29.3,1.5,Cloudy
2024-01-31,Irrua,29.5,1.6,Cloudy
2024-02-01,Irrua,31.5,0.6,Cloudy
2024-02-02,Irrua,26.9,3.1,Rainy
2024-02-03,Irrua,30.2,0.3,Cloudy
2024-02-04,Irrua,29.2,1.6,Cloudy
2024-02-05,Irrua,29.0,0.0,Sunny
2024-02-06,Irrua,28.1,0.0,Sunny
2024-02-07,Irrua,30.9,0.0,Sunny
2024-02-08,Irrua,31.7,0.0,Sunny
2024-02-09,Irrua,30.2,2.0,Cloudy
2024-02-10,Irrua,31.2,2.6,Cloudy
2024-02-11,Irrua,29.9,0.7,Cloudy
2024-02-12,Irrua,30.9,1.6,Cloudy
2024-02-13,Irrua,29.5,1.7,Cloudy
2024-02-14,Irrua,29.7,0.0,Sunny
2024-02-15,Irrua,29.4,2.0,Cloudy
2024-02-16,Irrua,28.6,3.2,Rainy
2024-02-17,Irrua,29.2,0.0,Sunny
2024-02-18,Irrua,30.8,0.0,Sunny
2024-02-19,Irrua,28.5,5.8,Rainy
2024-02-20,Irrua,31.6,3.0,Cloudy
2024-02-21,Irrua,28.3,0.6,Cloudy
2024-02-22,Irrua,31.9,2.3,Cloudy
2024-02-23,Irrua,31.7,4.6,Rainy
2024-02-24,Irrua,31.0,0.0,Sunny
2024-02-25,Irrua,30.9,0.5,Cloudy
2024-02-26,Irrua,28.1,2.8,Cloudy
2024-02-27,Irrua,31.8,0.8,Cloudy
2024-02-28,Irrua,30.5,0.0,Sunny
2024-02-29,Irrua,31.7,2.6,Cloudy
2024-03-01,Irrua,30.4,0.0,Sunny
2024-03-02,Irrua,27.5,5.1,Rainy
2024-03-03,Irrua,28.5,1.3,Cloudy
2024-03-04,Irrua,28.5,0.0,Sunny
2024-03-05,Irrua,30.7,2.2,Cloudy
2024-03-06,Irrua,27.5,3.2,Rainy
2024-03-07,Irrua,29.2,0.0,Sunny
2024-03-08,Irrua,28.3,2.7,Cloudy
2024-03-09,Irrua,27.1,0.0,Sunny
2024-03-10,Irrua,30.6,1.6,Cloudy
2024-03-11,Irrua,28.5,3.6,Rainy
2024-03-12,Irrua,28.3,0.6,Cloudy
2024-03-13,Irrua,29.5,0.3,Cloudy
2024-03-14,Irrua,29.7,0.5,Cloudy
2024-03-15,Irrua,29.6,0.6,Cloudy
2024-03-16,Irrua,31.6,0.5,Cloudy
2024-03-17,Irrua,31.0,1.3,Cloudy
2024-03-18,Irrua,30.5,2.6,Cloudy
2024-03-19,Irrua,28.3,2.3,Cloudy
2024-03-20,Irrua,29.7,0.0,Sunny
2024-03-21,Irrua,31.2,0.1,Cloudy
2024-03-22,Irrua,30.6,0.0,Sunny
2024-03-23,Irrua,31.1,6.2,Rainy
2024-03-24,Irrua,30.0,0.5,Cloudy
2024-03-25,Irrua,29.3,2.1,Cloudy
2024-03-26,Irrua,29.5,2.3,Cloudy
2024-03-27,Irrua,32.6,2.7,Cloudy
2024-03-28,Irrua,29.7,0.0,Sunny
2024-03-29,Irrua,29.4,0.7,Cloudy
2024-03-30,Irrua,28.0,3.2,Rainy
2024-03-31,Irrua,30.9,0.0,Sunny
2024-04-01,Irrua,26.3,8.6,Rainy
2024-04-02,Irrua,26.5,5.4,Rainy
2024-04-03,Irrua,28.4,9.0,Rainy
2024-04-04,Irrua,30.2,0.9,Cloudy
2024-04-05,Irrua,30.3,3.6,Rainy
2024-04-06,Irrua,29.0,5.2,Rainy
2024-04-07,Irrua,32.4,4.4,Rainy
2024-04-08,Irrua,26.5,1.4,Cloudy
2024-04-09,Irrua,30.1,3.6,Rainy
2024-04-10,Irrua,29.0,2.8,Cloudy
2024-04-11,Irrua,24.8,1.1,Cloudy
2024-04-12,Irrua,28.9,0.0,Sunny
2024-04-13,Irrua,27.2,3.3,Rainy
2024-04-14,Irrua,28.5,7.0,Rainy
2024-04-15,Irrua,28.6,6.8,Rainy
2024-04-16,Irrua,27.9,6.1,Rainy
2024-04-17,Irrua,31.2,6.4,Rainy
2024-04-18,Irrua,28.6,0.3,Cloudy
2024-04-19,Irrua,29.1,3.9,Rainy
2024-04-20,Irrua,29.8,0.0,Sunny
2024-04-21,Irrua,28.7,7.1,Rainy
2024-04-22,Irrua,29.2,3.3,Rainy
2024-04-23,Irrua,28.5,0.0,Sunny
2024-04-24,Irrua,29.6,7.1,Rainy
2024-04-25,Irrua,26.9,8.8,Rainy
2024-04-26,Irrua,28.0,3.1,Rainy
2024-04-27,Irrua,31.8,13.0,Rainy
2024-04-28,Irrua,26.8,0.0,Sunny
2024-04-29,Irrua,27.4,12.9,Rainy
2024-04-30,Irrua,28.1,0.0,Sunny
2024-05-01,Irrua,30.8,8.0,Rainy
2024-05-02,Irrua,32.4,8.0,Rainy
2024-05-03,Irrua,29.0,6.3,Rainy
2024-05-04,Irrua,28.3,11.5,Rainy
2024-05-05,Irrua,31.0,0.0,Sunny
2024-05-06,Irrua,30.4,0.0,Sunny
2024-05-07,Irrua,32.6,12.6,Rainy
2024-05-08,Irrua,27.3,6.2,Rainy
2024-05-09,Irrua,30.5,1.9,Cloudy
2024-05-10,Irrua,27.0,5.5,Rainy
2024-05-11,Irrua,28.8,0.4,Cloudy
2024-05-12,Irrua,30.9,0.0,Sunny
2024-05-13,Irrua,28.8,5.9,Rainy
2024-05-14,Irrua,29.5,10.7,Rainy
2024-05-15,Irrua,28.6,0.0,Sunny
2024-05-16,Irrua,28.4,8.6,Rainy
2024-05-17,Irrua,28.8,4.3,Rainy
2024-05-18,Irrua,29.8,8.3,Rainy
2024-05-19,Irrua,26.3,4.9,Rainy
2024-05-20,Irrua,28.7,5.4,Rainy
2024-05-21,Irrua,26.0,11.6,Rainy
2024-05-22,Irrua,29.0,7.1,Rainy
2024-05-23,Irrua,31.6,7.2,Rainy
2024-05-24,Irrua,26.7,4.6,Rainy
2024-05-25,Irrua,30.0,5.3,Rainy
2024-05-26,Irrua,31.6,0.7,Cloudy
2024-05-27,Irrua,30.9,9.2,Rainy
2024-05-28,Irrua,29.1,6.7,Rainy
2024-05-29,Irrua,27.5,3.5,Rainy
2024-05-30,Irrua,29.9,4.3,Rainy
2024-05-31,Irrua,29.1,10.0,Rainy
2024-06-01,Irrua,26.1,6.8,Rainy
2024-06-02,Irrua,31.7,3.1,Rainy
2024-06-03,Irrua,27.1,3.1,Rainy
2024-06-04,Irrua,26.7,6.1,Rainy
2024-06-05,Irrua,28.9,6.6,Rainy
2024-06-06,Irrua,28.8,6.0,Rainy
2024-06-07,Irrua,29.7,0.0,Sunny
2024-06-08,Irrua,29.5,12.2,Rainy
2024-06-09,Irrua,27.6,6.5,Rainy
2024-06-10,Irrua,30.9,0.0,Sunny
2024-06-11,Irrua,30.2,3.9,Rainy
2024-06-12,Irrua,30.5,0.9,Cloudy
2024-06-13,Irrua,29.0,0.0,Sunny
2024-06-14,Irrua,29.7,7.2,Rainy
2024-06-15,Irrua,29.8,7.5,Rainy
2024-06-16,Irrua,28.9,0.0,Sunny
2024-06-17,Irrua,30.5,4.8,Rainy
2024-06-18,Irrua,29.6,4.1,Rainy
2024-06-19,Irrua,31.9,2.2,Cloudy
2024-06-20,Irrua,28.1,0.0,Sunny
2024-06-21,Irrua,29.2,14.3,Rainy
2024-06-22,Irrua,29.2,6.1,Rainy
2024-06-23,Irrua,30.5,5.8,Rainy
2024-06-24,Irrua,30.8,11.7,Rainy
2024-06-25,Irrua,28.1,0.0,Sunny
2024-06-26,Irrua,30.0,6.6,Rainy
2024-06-27,Irrua,27.4,1.6,Cloudy
2024-06-28,Irrua,28.0,5.7,Rainy
2024-06-29,Irrua,30.5,10.3,Rainy
2024-06-30,Irrua,30.2,3.5,Rainy
2024-07-01,Irrua,30.3,5.2,Rainy
2024-07-02,Irrua,26.4,0.0,Sunny
2024-07-03,Irrua,26.5,7.2,Rainy
2024-07-04,Irrua,24.6,0.2,Cloudy
2024-07-05,Irrua,26.3,1.1,Cloudy
2024-07-06,Irrua,25.7,10.6,Rainy
2024-07-07,Irrua,24.5,5.9,Rainy
2024-07-08,Irrua,27.8,2.6,Cloudy
2024-07-09,Irrua,26.7,4.8,Rainy
2024-07-10,Irrua,28.0,12.7,Rainy
2024-07-11,Irrua,25.1,0.4,Cloudy
2024-07-12,Irrua,25.7,4.9,Rainy
2024-07-13,Irrua,26.4,8.3,Rainy
2024-07-14,Irrua,26.0,0.6,Cloudy
2024-07-15,Irrua,25.9,5.6,Rainy
2024-07-16,Irrua,28.4,4.8,Rainy
2024-07-17,Irrua,26.2,0.0,Sunny
2024-07-18,Irrua,29.2,0.0,Sunny
2024-07-19,Irrua,26.7,8.7,Rainy
2024-07-20,Irrua,26.7,2.2,Cloudy
2024-07-21,Irrua,27.8,0.0,Sunny
2024-07-22,Irrua,24.4,6.8,Rainy
2024-07-23,Irrua,25.5,5.7,Rainy
2024-07-24,Irrua,26.8,6.3,Rainy
2024-07-25,Irrua,26.7,7.8,Rainy
2024-07-26,Irrua,25.9,8.9,Rainy
2024-07-27,Irrua,25.2,10.9,Rainy
2024-07-28,Irrua,30.1,5.5,Rainy
2024-07-29,Irrua,29.4,14.1,Rainy
2024-07-30,Irrua,26.5,5.2,Rainy
2024-07-31,Irrua,25.8,1.3,Cloudy
2024-08-01,Irrua,27.3,0.0,Sunny
2024-08-02,Irrua,28.3,5.8,Rainy
2024-08-03,Irrua,28.0,4.1,Rainy
2024-08-04,Irrua,28.0,6.2,Rainy
2024-08-05,Irrua,27.8,9.5,Rainy
2024-08-06,Irrua,25.1,1.5,Cloudy
2024-08-07,Irrua,30.5,6.0,Rainy
2024-08-08,Irrua,24.4,0.0,Sunny
2024-08-09,Irrua,26.9,2.4,Cloudy
2024-08-10,Irrua,25.8,14.0,Rainy
2024-08-11,Irrua,26.4,9.1,Rainy
2024-08-12,Irrua,27.4,3.5,Rainy
2024-08-13,Irrua,25.3,8.8,Rainy
2024-08-14,Irrua,23.5,9.4,Rainy
2024-08-15,Irrua,27.2,8.1,Rainy
2024-08-16,Irrua,27.0,0.0,Sunny
2024-08-17,Irrua,27.6,9.2,Rainy
2024-08-18,Irrua,26.3,8.3,Rainy
2024-08-19,Irrua,27.4,7.3,Rainy
2024-08-20,Irrua,25.7,11.4,Rainy
2024-08-21,Irrua,27.4,9.2,Rainy
2024-08-22,Irrua,26.4,9.9,Rainy
2024-08-23,Irrua,26.4,0.5,Cloudy
2024-08-24,Irrua,29.7,0.0,Sunny
2024-08-25,Irrua,31.5,8.5,Rainy
2024-08-26,Irrua,26.5,6.6,Rainy
2024-08-27,Irrua,28.1,3.3,Rainy
2024-08-28,Irrua,30.1,12.4,Rainy
2024-08-29,Irrua,31.1,0.0,Sunny
2024-08-30,Irrua,27.3,0.0,Sunny
2024-08-31,Irrua,25.4,3.4,Rainy
2024-09-01,Irrua,26.5,6.8,Rainy
2024-09-02,Irrua,26.8,9.0,Rainy
2024-09-03,Irrua,27.5,13.2,Rainy
2024-09-04,Irrua,28.2,0.0,Sunny
2024-09-05,Irrua,26.8,4.6,Rainy
2024-09-06,Irrua,27.7,10.4,Rainy
2024-09-07,Irrua,27.4,7.9,Rainy
2024-09-08,Irrua,25.3,2.7,Cloudy
2024-09-09,Irrua,24.1,7.2,Rainy
2024-09-10,Irrua,28.3,0.0,Sunny
2024-09-11,Irrua,27.2,4.5,Rainy
2024-09-12,Irrua,29.5,0.5,Cloudy
2024-09-13,Irrua,28.4,10.7,Rainy
2024-09-14,Irrua,26.7,6.5,Rainy
2024-09-15,Irrua,28.6,0.0,Sunny
2024-09-16,Irrua,26.4,5.9,Rainy
2024-09-17,Irrua,30.1,3.0,Rainy
2024-09-18,Irrua,26.6,12.7,Rainy
2024-09-19,Irrua,28.0,15.9,Rainy
2024-09-20,Irrua,28.6,4.3,Rainy
2024-09-21,Irrua,26.6,0.9,Cloudy
2024-09-22,Irrua,25.0,6.7,Rainy
2024-09-23,Irrua,27.9,8.7,Rainy
2024-09-24,Irrua,26.8,14.7,Rainy
2024-09-25,Irrua,25.0,0.0,Sunny
2024-09-26,Irrua,25.8,5.0,Rainy
2024-09-27,Irrua,25.4,11.7,Rainy
2024-09-28,Irrua,25.9,0.4,Cloudy
2024-09-29,Irrua,28.6,6.0,Rainy
2024-09-30,Irrua,28.2,4.8,Rainy
2024-10-01,Irrua,28.4,0.0,Sunny
2024-10-02,Irrua,27.8,0.0,Sunny
2024-10-03,Irrua,30.9,3.6,Rainy
2024-10-04,Irrua,27.0,0.6,Cloudy
2024-10-05,Irrua,27.8,5.3,Rainy
2024-10-06,Irrua,28.6,0.1,Cloudy
2024-10-07,Irrua,28.2,0.0,Sunny
2024-10-08,Irrua,27.9,0.0,Sunny
2024-10-09,Irrua,25.2,5.0,Rainy
2024-10-10,Irrua,28.0,0.0,Sunny
2024-10-11,Irrua,25.5,0.6,Cloudy
2024-10-12,Irrua,27.8,2.5,Cloudy
2024-10-13,Irrua,26.6,0.0,Sunny
2024-10-14,Irrua,26.6,0.6,Cloudy
2024-10-15,Irrua,25.0,0.0,Sunny
2024-10-16,Irrua,28.9,0.0,Sunny
2024-10-17,Irrua,29.5,2.7,Cloudy
2024-10-18,Irrua,29.4,1.0,Cloudy
2024-10-19,Irrua,27.9,1.6,Cloudy
2024-10-20,Irrua,30.0,3.5,Rainy
2024-10-21,Irrua,25.5,0.0,Sunny
2024-10-22,Irrua,26.4,2.5,Cloudy
2024-10-23,Irrua,27.0,0.6,Cloudy
2024-10-24,Irrua,30.6,3.2,Rainy
2024-10-25,Irrua,30.1,0.0,Sunny
2024-10-26,Irrua,23.8,0.2,Cloudy
2024-10-27,Irrua,25.8,0.0,Sunny
2024-10-28,Irrua,29.7,0.0,Sunny
2024-10-29,Irrua,26.8,0.3,Cloudy
2024-10-30,Irrua,30.5,0.7,Cloudy
2024-10-31,Irrua,29.4,0.4,Cloudy
2024-11-01,Irrua,25.6,0.0,Sunny
2024-11-02,Irrua,28.0,1.2,Cloudy
2024-11-03,Irrua,28.8,2.1,Cloudy
2024-11-04,Irrua,29.4,0.0,Sunny
2024-11-05,Irrua,30.7,4.8,Rainy
2024-11-06,Irrua,27.2,0.0,Sunny
2024-11-07,Irrua,25.3,1.3,Cloudy
2024-11-08,Irrua,28.7,0.0,Sunny
2024-11-09,Irrua,28.4,0.0,Sunny
2024-11-10,Irrua,29.5,0.0,Sunny
2024-11-11,Irrua,28.4,1.4,Cloudy
2024-11-12,Irrua,25.1,2.7,Cloudy
2024-11-13,Irrua,26.8,1.4,Cloudy
2024-11-14,Irrua,25.9,0.0,Cloudy
2024-11-15,Irrua,28.5,0.0,Sunny
2024-11-16,Irrua,26.5,1.3,Cloudy
2024-11-17,Irrua,27.7,1.7,Cloudy
2024-11-18,Irrua,27.4,2.3,Cloudy
2024-11-19,Irrua,27.1,2.2,Cloudy
2024-11-20,Irrua,26.6,0.0,Sunny
2024-11-21,Irrua,29.1,0.0,Sunny
2024-11-22,Irrua,26.2,4.5,Rainy
2024-11-23,Irrua,27.9,1.9,Cloudy
2024-11-24,Irrua,24.6,3.7,Rainy
2024-11-25,Irrua,32.0,3.5,Rainy
2024-11-26,Irrua,30.1,0.2,Cloudy
2024-11-27,Irrua,28.4,2.0,Cloudy
2024-11-28,Irrua,27.0,0.8,Cloudy
2024-11-29,Irrua,26.5,0.2,Cloudy
2024-11-30,Irrua,29.3,0.0,Sunny
2024-12-01,Irrua,29.4,0.0,Sunny
2024-12-02,Irrua,28.1,1.3,Cloudy
2024-12-03,Irrua,28.9,0.6,Cloudy
2024-12-04,Irrua,26.4,1.4,Cloudy
2024-12-05,Irrua,31.3,1.0,Cloudy
2024-12-06,Irrua,26.7,0.1,Cloudy
2024-12-07,Irrua,28.2,0.5,Cloudy
2024-12-08,Irrua,27.4,3.7,Rainy
2024-12-09,Irrua,28.8,0.8,Cloudy
2024-12-10,Irrua,27.8,1.3,Cloudy
2024-12-11,Irrua,28.8,3.6,Rainy
2024-12-12,Irrua,27.4,0.0,Sunny
2024-12-13,Irrua,27.2,0.0,Sunny
2024-12-14,Irrua,25.7,3.8,Rainy
2024-12-15,Irrua,29.3,0.0,Sunny
2024-12-16,Irrua,28.3,0.2,Cloudy
2024-12-17,Irrua,27.3,0.0,Sunny
2024-12-18,Irrua,28.0,1.2,Cloudy
2024-12-19,Irrua,26.2,4.2,Rainy
2024-12-20,Irrua,29.2,0.0,Sunny
2024-12-21,Irrua,29.5,0.1,Cloudy
2024-12-22,Irrua,29.6,0.0,Sunny
2024-12-23,Irrua,28.3,0.0,Sunny
2024-12-24,Irrua,26.7,0.0,Sunny
2024-12-25,Irrua,26.1,0.0,Sunny
2024-12-26,Irrua,26.0,1.4,Cloudy
2024-12-27,Irrua,25.4,1.6,Cloudy
2024-12-28,Irrua,29.5,0.0,Sunny
2024-12-29,Irrua,27.9,0.3,Cloudy
2024-12-30,Irrua,27.4,0.0,Sunny
2024-12-31,Irrua,26.3,3.9,Rainy
2021-01-01,Igueben,30.5,0.5,Cloudy
2021-01-02,Igueben,27.0,2.2,Cloudy
2021-01-03,Igueben,28.6,0.0,Sunny
2021-01-04,Igueben,28.3,2.0,Cloudy
2021-01-05,Igueben,29.9,2.7,Cloudy
2021-01-06,Igueben,31.7,0.0,Sunny
2021-01-07,Igueben,29.9,0.4,Cloudy
2021-01-08,Igueben,28.0,0.0,Sunny
2021-01-09,Igueben,29.8,0.9,Cloudy
2021-01-10,Igueben,29.9,0.9,Cloudy
2021-01-11,Igueben,28.8,5.2,Rainy
2021-01-12,Igueben,30.3,0.0,Sunny
2021-01-13,Igueben,30.6,0.0,Sunny
2021-01-14,Igueben,30.0,1.8,Cloudy
2021-01-15,Igueben,30.8,0.0,Sunny
2021-01-16,Igueben,34.5,3.4,Rainy
2021-01-17,Igueben,33.0,0.5,Cloudy
2021-01-18,Igueben,30.4,1.1,Cloudy
2021-01-19,Igueben,29.2,2.5,Cloudy
2021-01-20,Igueben,28.7,2.4,Cloudy
2021-01-21,Igueben,29.3,1.8,Cloudy
2021-01-22,Igueben,32.2,0.7,Cloudy
2021-01-23,Igueben,31.2,0.0,Sunny
2021-01-24,Igueben,28.2,4.3,Rainy
2021-01-25,Igueben,31.1,0.7,Cloudy
2021-01-26,Igueben,31.0,0.0,Sunny
2021-01-27,Igueben,30.7,1.4,Cloudy
2021-01-28,Igueben,31.0,4.3,Rainy
2021-01-29,Igueben,32.2,0.0,Sunny
2021-01-30,Igueben,27.0,1.5,Cloudy
2021-01-31,Igueben,30.3,0.0,Sunny
2021-02-01,Igueben,28.6,0.0,Sunny
2021-02-02,Igueben,32.0,0.1,Cloudy
2021-02-03,Igueben,27.7,0.9,Cloudy
2021-02-04,Igueben,30.0,0.0,Sunny
2021-02-05,Igueben,30.9,3.3,Rainy
2021-02-06,Igueben,29.5,0.0,Sunny
2021-02-07,Igueben,29.6,1.6,Cloudy
2021-02-08,Igueben,26.8,2.0,Cloudy
2021-02-09,Igueben,29.4,1.1,Cloudy
2021-02-10,Igueben,29.6,0.0,Sunny
2021-02-11,Igueben,29.8,0.0,Sunny
2021-02-12,Igueben,29.5,0.0,Sunny
2021-02-13,Igueben,30.8,3.5,Rainy
2021-02-14,Igueben,28.7,0.8,Cloudy
2021-02-15,Igueben,28.4,1.8,Cloudy
2021-02-16,Igueben,30.3,0.0,Sunny
2021-02-17,Igueben,29.9,2.7,Cloudy
2021-02-18,Igueben,27.6,0.0,Sunny
2021-02-19,Igueben,30.9,1.1,Cloudy
2021-02-20,Igueben,29.9,2.9,Cloudy
2021-02-21,Igueben,31.1,4.4,Rainy
2021-02-22,Igueben,31.3,2.1,Cloudy
2021-02-23,Igueben,29.9,0.7,Cloudy
2021-02-24,Igueben,30.0,1.4,Cloudy
2021-02-25,Igueben,28.2,1.5,Cloudy
2021-02-26,Igueben,29.6,1.7,Cloudy
2021-02-27,Igueben,29.1,0.0,Sunny
2021-02-28,Igueben,30.3,2.0,Cloudy
2021-03-01,Igueben,29.1,3.6,Rainy
2021-03-02,Igueben,32.0,0.0,Sunny
2021-03-03,Igueben,28.8,1.2,Cloudy
2021-03-04,Igueben,30.6,5.3,Rainy
2021-03-05,Igueben,30.2,0.8,Cloudy
2021-03-06,Igueben,28.3,0.0,Sunny
2021-03-07,Igueben,29.8,5.1,Rainy
2021-03-08,Igueben,29.7,0.0,Sunny
2021-03-09,Igueben,30.7,0.0,Sunny
2021-03-10,Igueben,30.1,2.6,Cloudy
2021-03-11,Igueben,28.6,3.7,Rainy
2021-03-12,Igueben,31.0,3.8,Rainy
2021-03-13,Igueben,27.9,0.6,Cloudy
2021-03-14,Igueben,31.4,0.0,Sunny
2021-03-15,Igueben,31.4,0.6,Cloudy
2021-03-16,Igueben,31.4,1.4,Cloudy
2021-03-17,Igueben,32.1,0.0,Sunny
2021-03-18,Igueben,30.5,0.0,Sunny
2021-03-19,Igueben,30.6,1.7,Cloudy
2021-03-20,Igueben,29.6,0.0,Sunny
2021-03-21,Igueben,29.5,1.2,Cloudy
2021-03-22,Igueben,30.4,4.9,Rainy
2021-03-23,Igueben,31.3,0.0,Sunny
2021-03-24,Igueben,30.9,2.8,Cloudy
2021-03-25,Igueben,29.0,2.4,Cloudy
